ccdc_id,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
DIXLUR10,3.348900,33.379200,66.154500,64.233000,676.000000,1092.000000,1560.000000,1170.000000,15.000000,15.000000,126.000000,216.000000,162.000000,1.562500,5.625000,11.437500,9.937500,292.003500,683.585400,1339.404000,2117.538000,1642.000000,4320.000000,7212.000000,8010.000000,49.000000,108.000000,210.000000,336.000000,318.000000,912.000000,1626.000000,2136.000000,18.895300,53.018400,96.838200,133.942800,-7.260000,-8.700000,-7.650000,114.000000,330.000000,345.000000,15.000000,54.000000,63.000000,3.000000,9.600000,10.800000
DOMQED,3.348900,33.379200,55.998000,75.176400,676.000000,1092.000000,1872.000000,2288.000000,12.000000,16.000000,108.000000,216.000000,264.000000,1.562500,5.625000,11.550000,14.350000,440.536700,1082.604400,2022.436400,2887.463200,2460.000000,6556.000000,11774.000000,15452.000000,71.000000,168.000000,306.000000,444.000000,474.000000,1332.000000,2394.000000,3220.000000,31.878300,88.436000,158.865800,216.940400,-7.260000,-8.640000,-11.800000,114.000000,240.000000,328.000000,18.000000,36.000000,52.000000,3.000000,5.760000,8.520000
DOMQIH,3.348900,33.379200,55.998000,75.176400,676.000000,1092.000000,1872.000000,2288.000000,12.000000,16.000000,108.000000,216.000000,252.000000,1.562500,5.625000,11.550000,14.350000,430.856700,1055.852400,1977.556400,2793.391200,2458.000000,6528.000000,11726.000000,15352.000000,69.000000,164.000000,298.000000,428.000000,462.000000,1296.000000,2322.000000,3096.000000,31.604500,87.326000,156.586600,212.411600,-7.260000,-8.640000,-11.800000,114.000000,240.000000,328.000000,18.000000,36.000000,54.000000,3.000000,5.760000,8.520000
DOMQON,3.348900,33.379200,55.998000,76.457400,676.000000,1092.000000,1872.000000,2548.000000,12.000000,16.000000,108.000000,216.000000,300.000000,1.562500,5.625000,11.550000,15.350000,472.901700,1153.494400,2155.662400,3047.821200,2536.000000,6748.000000,12118.000000,16388.000000,77.000000,180.000000,330.000000,468.000000,510.000000,1416.000000,2514.000000,3448.000000,33.611700,93.086800,166.359400,228.745200,-7.260000,-8.640000,-12.500000,114.000000,240.000000,318.000000,18.000000,36.000000,46.000000,3.000000,5.760000,7.720000
DOMQUT,3.348900,33.379200,55.998000,76.457400,676.000000,1092.000000,1872.000000,2548.000000,12.000000,16.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.550000,15.350000,463.221700,1126.742400,2110.782400,2953.749200,2534.000000,6720.000000,12070.000000,16288.000000,75.000000,176.000000,322.000000,452.000000,498.000000,1380.000000,2442.000000,3324.000000,33.337900,91.976800,164.080200,224.216400,-7.260000,-8.640000,-12.500000,114.000000,240.000000,318.000000,18.000000,36.000000,48.000000,3.000000,5.760000,7.720000
DOMQUT01,3.348900,33.379200,55.998000,76.457400,676.000000,1092.000000,1872.000000,2548.000000,12.000000,16.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.550000,15.350000,463.221700,1126.742400,2110.782400,2953.749200,2534.000000,6720.000000,12070.000000,16288.000000,75.000000,176.000000,322.000000,452.000000,498.000000,1380.000000,2442.000000,3324.000000,33.337900,91.976800,164.080200,224.216400,-7.260000,-8.640000,-12.500000,114.000000,240.000000,318.000000,18.000000,36.000000,48.000000,3.000000,5.760000,7.720000
DOMQUT02,3.348900,33.379200,55.998000,76.457400,676.000000,1092.000000,1872.000000,2548.000000,12.000000,16.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.550000,15.350000,463.221700,1126.742400,2110.782400,2953.749200,2534.000000,6720.000000,12070.000000,16288.000000,75.000000,176.000000,322.000000,452.000000,498.000000,1380.000000,2442.000000,3324.000000,33.337900,91.976800,164.080200,224.216400,-7.260000,-8.640000,-12.500000,114.000000,240.000000,318.000000,18.000000,36.000000,48.000000,3.000000,5.760000,7.720000
DOQRAC,3.348900,33.379200,55.998000,98.545500,676.000000,1092.000000,1872.000000,1014.000000,12.000000,24.000000,108.000000,252.000000,198.000000,1.562500,5.625000,11.550000,12.600000,301.536000,667.436400,1394.661000,2058.663000,1540.000000,3984.000000,7212.000000,8250.000000,52.000000,108.000000,222.000000,330.000000,330.000000,912.000000,1644.000000,2280.000000,17.938000,49.318800,91.234200,140.671800,-7.260000,-8.640000,-9.930000,114.000000,240.000000,585.000000,18.000000,30.000000,111.000000,3.000000,5.760000,19.920000
DOQRAC01,3.348900,33.379200,55.998000,98.545500,676.000000,1092.000000,1872.000000,1014.000000,12.000000,24.000000,108.000000,252.000000,198.000000,1.562500,5.625000,11.550000,12.600000,301.536000,667.436400,1394.661000,2058.663000,1540.000000,3984.000000,7212.000000,8250.000000,52.000000,108.000000,222.000000,330.000000,330.000000,912.000000,1644.000000,2280.000000,17.938000,49.318800,91.234200,140.671800,-7.260000,-8.640000,-9.930000,114.000000,240.000000,585.000000,18.000000,30.000000,111.000000,3.000000,5.760000,19.920000
DUCFOW,3.348900,33.379200,69.997500,112.545000,676.000000,1092.000000,2340.000000,1482.000000,15.000000,27.000000,126.000000,324.000000,234.000000,1.562500,5.625000,14.437500,15.487500,360.058500,870.008400,1814.031000,2916.180000,1864.000000,5100.000000,10170.000000,12054.000000,61.000000,138.000000,282.000000,468.000000,420.000000,1248.000000,2472.000000,3576.000000,23.274100,67.013400,131.340600,201.211200,-7.260000,-10.800000,-12.090000,114.000000,300.000000,645.000000,15.000000,36.000000,123.000000,3.000000,7.200000,21.360000
DUKJAW,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,481.135900,1127.484400,2008.197200,2731.033600,3166.000000,7132.000000,11586.000000,15136.000000,75.000000,172.000000,298.000000,416.000000,470.000000,1272.000000,2144.000000,2732.000000,35.935300,92.624800,155.646200,206.161200,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
DUKJAW01,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,481.135900,1127.484400,2008.197200,2731.033600,3166.000000,7132.000000,11586.000000,15136.000000,75.000000,172.000000,298.000000,416.000000,470.000000,1272.000000,2144.000000,2732.000000,35.935300,92.624800,155.646200,206.161200,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
DUKJIE,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,481.135900,1127.484400,2008.197200,2730.347600,3166.000000,7132.000000,11586.000000,15116.000000,75.000000,172.000000,298.000000,416.000000,470.000000,1272.000000,2144.000000,2740.000000,35.935300,92.624800,155.646200,206.193200,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
DULBUK,3.348900,33.379200,55.998000,93.549600,676.000000,1092.000000,1872.000000,4160.000000,12.000000,20.000000,108.000000,240.000000,408.000000,1.562500,5.625000,11.550000,20.500000,464.419100,1096.550400,2201.045600,3133.848800,3112.000000,6912.000000,12806.000000,19928.000000,79.000000,176.000000,350.000000,492.000000,526.000000,1460.000000,2622.000000,3660.000000,32.088300,87.788000,163.103000,235.100400,-7.260000,-8.640000,-14.520000,114.000000,240.000000,360.000000,18.000000,32.000000,52.000000,3.000000,5.760000,8.600000
DULBUK02,3.348900,33.379200,55.998000,93.549600,676.000000,1092.000000,1872.000000,4160.000000,12.000000,20.000000,108.000000,240.000000,408.000000,1.562500,5.625000,11.550000,20.500000,464.419100,1096.550400,2201.045600,3133.848800,3112.000000,6912.000000,12806.000000,19928.000000,79.000000,176.000000,350.000000,492.000000,526.000000,1460.000000,2622.000000,3660.000000,32.088300,87.788000,163.103000,235.100400,-7.260000,-8.640000,-14.520000,114.000000,240.000000,360.000000,18.000000,32.000000,52.000000,3.000000,5.760000,8.600000
DULCIZ,3.348900,33.379200,55.998000,93.549600,676.000000,1092.000000,1872.000000,4160.000000,12.000000,20.000000,108.000000,240.000000,408.000000,1.562500,5.625000,11.550000,20.500000,464.419100,1096.550400,2201.045600,3133.848800,3112.000000,6912.000000,12806.000000,19928.000000,79.000000,176.000000,350.000000,492.000000,526.000000,1460.000000,2622.000000,3660.000000,32.088300,87.788000,163.103000,235.100400,-7.260000,-8.640000,-14.520000,114.000000,240.000000,360.000000,18.000000,32.000000,52.000000,3.000000,5.760000,8.600000
DULCOF,3.348900,33.379200,55.998000,93.549600,676.000000,1092.000000,1872.000000,4160.000000,12.000000,20.000000,108.000000,240.000000,408.000000,1.562500,5.625000,11.550000,20.500000,464.419100,1096.550400,2201.045600,3133.848800,3112.000000,6912.000000,12806.000000,19928.000000,79.000000,176.000000,350.000000,492.000000,526.000000,1460.000000,2622.000000,3660.000000,32.088300,87.788000,163.103000,235.100400,-7.260000,-8.640000,-14.520000,114.000000,240.000000,360.000000,18.000000,32.000000,52.000000,3.000000,5.760000,8.600000
DULDAS,3.348900,33.379200,55.998000,88.425600,676.000000,1092.000000,1872.000000,3120.000000,12.000000,20.000000,108.000000,240.000000,264.000000,1.562500,5.625000,11.550000,16.500000,334.959100,812.990400,1654.841600,2210.648800,2808.000000,6144.000000,11150.000000,15016.000000,55.000000,128.000000,254.000000,348.000000,382.000000,1076.000000,1926.000000,2508.000000,25.154700,69.184800,129.480600,170.238000,-7.260000,-8.640000,-11.720000,114.000000,240.000000,400.000000,18.000000,32.000000,76.000000,3.000000,5.760000,11.800000
DUSMAH,3.348900,33.379200,55.998000,99.844800,676.000000,1092.000000,1872.000000,3328.000000,12.000000,20.000000,108.000000,240.000000,408.000000,1.562500,5.625000,11.550000,19.050000,485.127900,1131.638400,2287.320800,3219.986400,2344.000000,6144.000000,11462.000000,16664.000000,79.000000,176.000000,350.000000,492.000000,526.000000,1460.000000,2622.000000,3660.000000,30.058300,84.215200,156.073400,225.101200,-7.260000,-8.640000,-17.960000,114.000000,240.000000,392.000000,18.000000,32.000000,52.000000,3.000000,5.760000,9.760000
DUSMAH03,3.348900,33.379200,55.998000,99.844800,676.000000,1092.000000,1872.000000,3328.000000,12.000000,20.000000,108.000000,240.000000,408.000000,1.562500,5.625000,11.550000,19.050000,485.127900,1131.638400,2287.320800,3219.986400,2344.000000,6144.000000,11462.000000,16664.000000,79.000000,176.000000,350.000000,492.000000,526.000000,1460.000000,2622.000000,3660.000000,30.058300,84.215200,156.073400,225.101200,-7.260000,-8.640000,-17.960000,114.000000,240.000000,392.000000,18.000000,32.000000,52.000000,3.000000,5.760000,9.760000
DUSMUB,3.348900,33.379200,55.998000,99.844800,676.000000,1092.000000,1872.000000,3328.000000,12.000000,20.000000,108.000000,240.000000,408.000000,1.562500,5.625000,11.550000,19.050000,485.127900,1131.638400,2287.320800,3219.986400,2344.000000,6144.000000,11462.000000,16664.000000,79.000000,176.000000,350.000000,492.000000,526.000000,1460.000000,2622.000000,3660.000000,30.058300,84.215200,156.073400,225.101200,-7.260000,-8.640000,-17.960000,114.000000,240.000000,392.000000,18.000000,32.000000,52.000000,3.000000,5.760000,9.760000
DUWHIO,3.348900,33.379200,46.665000,60.390000,676.000000,1092.000000,1560.000000,2314.000000,10.000000,13.000000,96.000000,168.000000,186.000000,1.562500,5.625000,9.625000,12.112500,297.007900,683.668400,1269.990200,1829.144000,2338.000000,5054.000000,8286.000000,11440.000000,47.000000,106.000000,188.000000,278.000000,294.000000,810.000000,1402.000000,1860.000000,22.678100,58.128200,99.571200,139.143800,-7.260000,-7.200000,-9.210000,114.000000,200.000000,249.000000,20.000000,32.000000,47.000000,3.000000,4.800000,6.560000
DUWHIO03,3.348900,33.379200,46.665000,60.390000,676.000000,1092.000000,1560.000000,2314.000000,10.000000,13.000000,96.000000,168.000000,186.000000,1.562500,5.625000,9.625000,12.112500,297.007900,683.668400,1269.990200,1829.144000,2338.000000,5054.000000,8286.000000,11440.000000,47.000000,106.000000,188.000000,278.000000,294.000000,810.000000,1402.000000,1860.000000,22.678100,58.128200,99.571200,139.143800,-7.260000,-7.200000,-9.210000,114.000000,200.000000,249.000000,20.000000,32.000000,47.000000,3.000000,4.800000,6.560000
EBOTOG,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
EBOTOG01,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
EBOVAU,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
EBUQAU,3.348900,33.379200,55.998000,93.000600,676.000000,1092.000000,1872.000000,1794.000000,12.000000,21.000000,108.000000,234.000000,252.000000,1.562500,5.625000,11.550000,14.137500,328.969900,785.135400,1567.224600,2259.481800,1838.000000,4890.000000,8736.000000,10800.000000,53.000000,120.000000,234.000000,354.000000,354.000000,1002.000000,1806.000000,2544.000000,21.145300,59.808000,110.565000,157.542600,-7.260000,-8.640000,-12.390000,114.000000,240.000000,477.000000,18.000000,33.000000,84.000000,3.000000,5.760000,14.940000
EBUQAU01,3.348900,33.379200,55.998000,93.000600,676.000000,1092.000000,1872.000000,1794.000000,12.000000,21.000000,108.000000,234.000000,252.000000,1.562500,5.625000,11.550000,14.137500,328.969900,785.135400,1567.224600,2259.481800,1838.000000,4890.000000,8736.000000,10800.000000,53.000000,120.000000,234.000000,354.000000,354.000000,1002.000000,1806.000000,2544.000000,21.145300,59.808000,110.565000,157.542600,-7.260000,-8.640000,-12.390000,114.000000,240.000000,477.000000,18.000000,33.000000,84.000000,3.000000,5.760000,14.940000
ECELAA,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,798.795200,1533.710400,2146.815200,1976.000000,5288.000000,9766.000000,11808.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.459200,115.982200,154.144400,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
ECELEE01,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,798.795200,1533.710400,2146.815200,1976.000000,5288.000000,9766.000000,11808.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.459200,115.982200,154.144400,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
ECELII,3.348900,33.379200,59.584800,74.664000,676.000000,1092.000000,1976.000000,2496.000000,12.000000,16.000000,108.000000,216.000000,312.000000,1.562500,5.625000,11.450000,15.400000,390.669900,940.575200,1800.162400,2468.903200,2128.000000,5672.000000,10454.000000,13720.000000,63.000000,144.000000,270.000000,364.000000,414.000000,1140.000000,2022.000000,2772.000000,26.162300,72.760800,130.969400,177.690000,-7.260000,-10.600000,-11.520000,114.000000,236.000000,320.000000,18.000000,36.000000,44.000000,3.000000,5.840000,7.680000
EGIPOC,3.348900,33.379200,55.998000,78.250800,676.000000,1092.000000,1872.000000,2600.000000,12.000000,16.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.550000,15.300000,2045.887100,4593.620400,8689.586800,12157.930400,6336.000000,16272.000000,24406.000000,29760.000000,365.000000,756.000000,1474.000000,2140.000000,2230.000000,5960.000000,8694.000000,10180.000000,117.546100,317.094000,523.950600,661.550800,-7.260000,-8.640000,-13.480000,114.000000,240.000000,316.000000,18.000000,36.000000,48.000000,3.000000,5.760000,7.760000
EMIPIZ01,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,321.738100,786.351200,1507.450400,2081.090400,2000.000000,5312.000000,9774.000000,11836.000000,49.000000,116.000000,214.000000,300.000000,330.000000,936.000000,1726.000000,2248.000000,22.360900,62.196400,113.520600,150.590000,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
ENUBAR,3.348900,33.379200,55.998000,93.000600,676.000000,1092.000000,1872.000000,1794.000000,12.000000,21.000000,108.000000,234.000000,252.000000,1.562500,5.625000,11.550000,14.137500,328.969900,785.135400,1568.253600,2273.858400,1838.000000,4890.000000,8766.000000,10818.000000,53.000000,120.000000,234.000000,354.000000,354.000000,1002.000000,1806.000000,2544.000000,21.145300,59.808000,110.517000,157.456200,-7.260000,-8.640000,-12.390000,114.000000,240.000000,477.000000,18.000000,33.000000,84.000000,3.000000,5.760000,14.940000
