column,hash,SMARTS
Bit1106,954504516,[#6D2v4+0H2R](-[#6D2v4+0H2R]-[#6D2v4+0H2R])-[#6D3v4+0H1R](-[#7D4v4+1H0R])-[#6D3v4+0H1R]
Bit1107,436073179,[#6D2v4+0H1R](:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#16D2v2+0H0R]:[#6D2v4+0H1R]
Bit1108,76430452,[#8D2v2+0H0R0](-[#6D3v4+0H0R])-[#6D1v4+0H3R0]
Bit1109,1897099792,[#7D2v3+0H0R](:[#7D2v3+0H0R]:[#7D3v4+1H0R]):[#7D3v3+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]
Bit1110,1898402259,[#6D2v4+0H1R](:[#6D3v4+0H0R](-[#7D3v3+0H0R]):[#7D3v4+1H0R]):[#6D3v4+0H0R](-[#6D2v4+0H2R0]):[#6D2v4+0H1R]
Bit1111,612574731,[#6D1v4+0H1R0]
Bit1112,1900961540,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#6D2v4+0H1R]:[#7D2v3+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D2v3+0H0R]
Bit1113,1901395422,[#6D3v4+0H0R](-[#6D3v4+0H0R])(:[#7D3v4+1H0R]):[#6D2v4+0H1R]
Bit1114,1901450568,[#6D2v4+0H2R](-[#7D2v4+1H2R]-[#26D6v6+0H0R])-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R]
Bit1115,977500979,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])(:[#7D3v3+0H0R](-[#7D2v3+0H1R0]):[#6D3v4+0H0R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#7D2v3+0H0R]
Bit1116,975716933,[#6D2v4+0H0R0](-[#6D2v4+0H2R0]-[#6D2v4+0H2R0])#[#7D1v3+0H0R0]
Bit1117,1910054662,[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v3+0H0R0])-[#7D2v3+0H0R0]
Bit1118,1911285645,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#6D3v4+0H0R](-[#7D2v3+0H1R]):[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1119,191434192,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D2v3+0H0R]):[#6D2v4+0H1R])(:[#7D2v3+0H0R]:[#7D3v4+1H0R]):[#7D3v3+0H0R](-[#6D3v4+0H0R]):[#6D3v4+0H0R]
Bit1120,794862962,[#6D2v4+0H2R](-[#6D3v4+0H0R])-[#6D3v4+0H0R]
Bit1121,1928278287,[#8D1v2+0H1R0]
Bit1122,1930028609,[#7D3v4+1H0R](-[#26D6v6+0H0R])(-[#6D3v4+0H1R0])=[#6D2v4+0H1R]
Bit1123,436073179,[#6D2v4+0H1R](:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#16D2v2+0H0R]:[#6D2v4+0H1R]
Bit1124,194214842,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v3+0H0R0])-[#7D2v3+0H0R0])(:[#6D3v4+0H0R](-[#7D1v3+0H2R0]):[#16D2v2+0H0R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit1125,1945779656,[#6D2v4+0H2R0](-[#6D3v4+0H0R])-[#7D4v4+1H0R]
Bit1126,681316610,[#6D2v4+0H1R](:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#7D3v3+0H0R]):[#6D3v4+0H0R](-[#17D1v1+0H0R0]):[#6D2v4+0H1R]
Bit1127,1948603620,[#6D2v4+0H1R](:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#6D3v4+0H0R](-[#8D1v2+0H1R0]):[#6D2v4+0H1R]
Bit1128,954504516,[#6D2v4+0H2R](-[#6D2v4+0H2R]-[#6D2v4+0H2R])-[#6D3v4+0H1R](-[#7D4v4+1H0R])-[#6D3v4+0H1R]
Bit1129,2111982078,[#7D3v3+0H0R](-[#7D1v3+0H2R0])(:[#6D3v4+0H0R]):[#6D3v4+0H0R]
Bit1130,459522686,[#7D3v3+0H0R](-[#5D3v4-1H1R](-[#7D3v3+0H0R])-[#7D3v3+0H0R])(:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R]):[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D3v4+0H0R]
Bit1131,1960802568,[#6D3v4+0H0R](-[#6D2v4+0H2R0]-[#6D1v4+0H3R0])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#7D3v3+0H0R]):[#6D3v4+0H0R]
Bit1132,668556738,[#26D6v6+0H0R](-[#7D4v4+1H0R](-[#6D2v4+0H2R])(-[#6D2v4+0H2R])-[#6D2v4+0H2R])(-[#7D3v4+1H0R](-[#6D2v4+0H2R])=[#6D3v4+0H0R0])(-[#7D2v3+0H0R0]=[#6D2v4+0H0R0])(-[#7D2v3+0H0R0]=[#6D2v4+0H0R0])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R])-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit1133,1963910033,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D3v4+0H0R]):[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D3v4+0H0R]
Bit1134,1968766682,[#16D2v2+0H0R](-[#6D3v4+0H0R])-[#6D2v4+0H1R]
Bit1135,1968910075,[#6D3v4+0H0R](-[#7D3v4+1H0R])(:[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit1136,792028616,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#7D2v3+0H0R]):[#6D2v4+0H1R]
Bit1137,1971365375,[#6D2v4+0H2R0](-[#17D1v1+0H0R0])-[#6D2v4+0H2R0]-[#6D2v4+0H2R0]
Bit1138,1974247263,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#7D2v3+0H1R]:[#6D3v4+0H0R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit1139,1977739789,[#6D2v4+0H0R0](-[#6D3v4+0H0R](:[#6D2v4+0H1R]):[#6D2v4+0H1R])#[#6D2v4+0H0R0]-[#6D3v4+0H0R]
Bit1140,982166874,[#6D2v4+0H2R](-[#7D2v3+0H0R])-[#6D2v4+0H2R]
Bit1141,887805242,[#6D3v4+0H1R](-[#7D3v4+1H0R])(-[#6D2v4+0H2R0])-[#6D2v4+0H2R]
Bit1142,590157156,[#5D4v4-1H0R](-[#7D3v3+0H0R])(-[#7D3v3+0H0R])(-[#7D3v3+0H0R])-[#7D3v3+0H0R]
Bit1143,1991248063,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D3v4+0H0R]):[#6D3v4+0H0R](-[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit1144,1992988605,[#6D2v4+0H2R](-[#6D2v4+0H2R]-[#6D2v4+0H2R])-[#7D2v3+0H1R]-[#6D3v4+0H0R]
Bit1145,1996961324,[#6D3v4+0H0R](:[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1146,586811433,[#6D2v4+0H1R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#7D2v3+0H1R])=[#7D3v4+1H0R](-[#6D3v4+0H0R])-[#26D6v6+0H0R]
Bit1147,2012568070,[#6D3v4+0H0R](-[#53D1v1+0H0R0])(:[#6D2v4+0H1R]:[#7D3v3+0H0R]):[#6D2v4+0H1R]:[#7D3v4+1H0R]
Bit1148,2012667341,[#6D3v4+0H0R](:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R])(:[#6D3v4+0H0R](:[#6D2v4+0H1R]):[#6D2v4+0H1R]):[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit1149,2013476801,[#6D2v4+0H2R0](-[#7D3v3+0H0R](:[#7D2v3+0H0R]):[#6D2v4+0H1R])-[#6D2v4+0H2R0]-[#6D2v4+0H2R0]
Bit1150,714722353,[#7D3v4+1H0R](-[#6D2v4+0H2R])(-[#26D6v6+0H0R])=[#6D2v4+0H1R]
Bit1151,975716933,[#6D2v4+0H0R0](-[#6D2v4+0H2R0]-[#6D2v4+0H2R0])#[#7D1v3+0H0R0]
Bit1152,2015178934,[#6D2v4+0H1R](:[#7D3v4+1H0R](-[#26D6v6+0H0R0]):[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1153,2062909615,[#6D2v4+0H2R0](-[#6D2v4+0H2R0])-[#35D1v1+0H0R0]
Bit1154,985938068,[#7D2v3+0H0R](:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R]):[#7D3v3+0H0R](-[#6D2v4+0H2R0]):[#7D2v3+0H0R]
Bit1155,779259036,[#6D3v4+0H0R](-[#7D3v3+0H0R](-[#6D3v4+0H0R])-[#6D3v4+0H0R])(:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1156,299463395,[#14D4v4+0H0R0]
Bit1157,794862962,[#6D2v4+0H2R](-[#6D3v4+0H0R])-[#6D3v4+0H0R]
Bit1158,978495103,[#6D3v4+0H0R](:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](:[#7D2v3+0H1R]):[#6D2v4+0H1R]
Bit1159,997963802,[#6D4v4+0H0R](-[#7D3v4+1H0R](-[#26D6v6+0H0R])=[#6D3v4+0H0R])(-[#6D1v4+0H3R0])(-[#6D1v4+0H3R0])-[#6D2v4+0H2R]-[#16D2v2+0H0R]
Bit1160,2045514890,[#7D2v3+0H1R](:[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit1161,706553852,[#8D2v2+0H0R](-[#6D2v4+0H2R]-[#6D4v4+0H0R])-[#6D3v4+0H0R](-[#6D3v4+0H0R])=[#7D3v4+1H0R]
Bit1162,2052630668,[#26D6v6+0H0R](-[#7D4v4+1H0R](-[#6D2v4+0H2R])(-[#6D2v4+0H2R])-[#6D2v4+0H2R])(-[#7D3v4+1H1R](-[#6D2v4+0H2R])-[#6D2v4+0H2R])(-[#7D3v4+1H1R](-[#6D2v4+0H2R])-[#6D2v4+0H2R])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R])-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit1163,794862962,[#6D2v4+0H2R](-[#6D3v4+0H0R])-[#6D3v4+0H0R]
Bit1164,866987023,[#6D2v4+0H0R0](-[#6D3v4+0H0R0])#[#7D1v3+0H0R0]
Bit1165,633562067,[#6D2v4+0H1R](:[#16D2v2+0H0R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit1166,590157156,[#5D4v4-1H0R](-[#7D3v3+0H0R])(-[#7D3v3+0H0R])(-[#7D3v3+0H0R])-[#7D3v3+0H0R]
Bit1167,2062909615,[#6D2v4+0H2R0](-[#6D2v4+0H2R0])-[#35D1v1+0H0R0]
Bit1168,478839344,[#7D2v3+0H0R](:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1169,2071166968,[#7D2v3+0H0R](:[#6D3v4+0H0R]):[#7D3v3+0H0R]
Bit1170,997963802,[#6D4v4+0H0R](-[#7D3v4+1H0R](-[#26D6v6+0H0R])=[#6D3v4+0H0R])(-[#6D1v4+0H3R0])(-[#6D1v4+0H3R0])-[#6D2v4+0H2R]-[#16D2v2+0H0R]
Bit1171,426855091,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#7D3v3+0H0R](-[#6D2v4+0H2R]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit1172,718006524,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D2v3+0H1R]):[#6D2v4+0H1R])(:[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]
Bit1173,207762045,[#6D2v4+0H1R](:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R]):[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]
Bit1174,754666517,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])(:[#6D3v4+0H0R](:[#6D2v4+0H1R]):[#7D3v3+0H0R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#7D2v3+0H0R]
Bit1175,318584828,[#6D2v4+0H1R](:[#7D3v3+0H0R](-[#6D3v4+0H1R]):[#7D3v4+1H0R]):[#6D2v4+0H1R]:[#6D3v4+0H0R]
Bit1176,916120393,[#6D2v4+0H2R](-[#6D2v4+0H2R]-[#7D2v4+1H2R])-[#7D3v4+1H0R](-[#26D6v6+0H0R])=[#6D3v4+0H0R]
Bit1177,2089412324,[#6D2v4+0H2R0](-[#6D3v4+0H0R])-[#8D1v2+0H1R0]
Bit1178,780177087,[#7D2v3+0H1R](:[#6D3v4+0H0R]):[#7D2v3+0H0R]
Bit1179,2090674745,[#6D2v4+0H1R](:[#6D3v4+0H0R]):[#7D2v3+0H1R]
Bit1180,515009274,[#6D3v4+0H0R](-[#6D4v4+0H0R0](-[#6D3v4+0H0R])(-[#6D3v4+0H0R])-[#7D3v3+0H0R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1181,949954142,[#6D3v4+0H0R](-[#8D1v2+0H1R0])(:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#7D3v3+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit1182,2095419727,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D3v4+0H0R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1183,2097286548,[#7D4v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D2v4+1H2R])(-[#6D2v4+0H2R]-[#6D2v4+0H2R])(-[#6D2v4+0H2R]-[#6D3v4+0H0R])-[#6D2v4+0H2R]-[#6D3v4+0H0R]
Bit1184,515009274,[#6D3v4+0H0R](-[#6D4v4+0H0R0](-[#6D3v4+0H0R])(-[#6D3v4+0H0R])-[#7D3v3+0H0R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1185,2099030737,[#6D3v4+0H0R0](-[#6D1v4+0H3R0])(-[#6D1v4+0H3R0])=[#7D3v4+1H0R](-[#6D2v4+0H2R])-[#26D6v6+0H0R]
Bit1186,2101243081,[#6D3v4+0H0R](-[#6D3v4+0H0R])(-[#6D1v4+0H3R0])=[#7D3v4+1H0R]
Bit1187,2106922260,[#34D1v2+0H0R0]=[#6D2v4+0H0R0]
Bit1188,866987023,[#6D2v4+0H0R0](-[#6D3v4+0H0R0])#[#7D1v3+0H0R0]
Bit1189,2111982078,[#7D3v3+0H0R](-[#7D1v3+0H2R0])(:[#6D3v4+0H0R]):[#6D3v4+0H0R]
Bit1190,700767464,[#6D3v4+0H0R](:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D2v4+0H1R])(:[#6D3v4+0H0R](:[#7D2v3+0H0R]):[#6D2v4+0H1R]):[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit1191,780177087,[#7D2v3+0H1R](:[#6D3v4+0H0R]):[#7D2v3+0H0R]
Bit1192,318584828,[#6D2v4+0H1R](:[#7D3v3+0H0R](-[#6D3v4+0H1R]):[#7D3v4+1H0R]):[#6D2v4+0H1R]:[#6D3v4+0H0R]
Bit1193,949954142,[#6D3v4+0H0R](-[#8D1v2+0H1R0])(:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#7D3v3+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit1194,779259036,[#6D3v4+0H0R](-[#7D3v3+0H0R](-[#6D3v4+0H0R])-[#6D3v4+0H0R])(:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1195,2124851616,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D2v3+0H0R]):[#6D2v4+0H1R])(:[#7D2v3+0H0R]:[#6D3v4+0H0R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit1196,2130395694,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit1197,2132810286,[#6D2v4+0H2R](-[#7D2v4+1H2R]-[#26D6v6+0H0R])-[#6D2v4+0H2R]-[#6D2v4+0H2R]
Bit1198,2136477850,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#7D3v4+1H0R])(:[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D2v4+0H1R]
Bit1199,986520271,[#16D2v2+0H0R0](-[#6D2v4+0H0R0]#[#7D1v3+0H0R0])-[#6D2v4+0H2R0]-[#6D3v4+0H0R]
Bit1200,2141711983,[#6D3v4+0H1R](-[#7D3v3+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])(-[#7D3v3+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])-[#7D3v3+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R]
Bit1201,2145706720,[#16D1v2+0H0R0]=[#6D2v4+0H0R0]
Bit1202,590157156,[#5D4v4-1H0R](-[#7D3v3+0H0R])(-[#7D3v3+0H0R])(-[#7D3v3+0H0R])-[#7D3v3+0H0R]
Bit1203,570565942,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D2v3+0H0R]):[#7D2v3+0H1R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D4v4+0H0R0]):[#6D2v4+0H1R]
Bit1204,217044548,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#6D2v4+0H1R]):[#6D2v4+0H1R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1205,510275471,[#6D3v4+0H0R](:[#6D2v4+0H1R]:[#6D2v4+0H1R])(:[#7D3v3+0H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R]):[#6D3v4+0H0R](:[#7D2v3+0H0R]):[#6D2v4+0H1R]
Bit1206,584883221,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#7D3v3+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit1207,714722353,[#7D3v4+1H0R](-[#6D2v4+0H2R])(-[#26D6v6+0H0R])=[#6D2v4+0H1R]
Bit1208,415970648,[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H1R])(-[#7D3v4+1H1R])(-[#7D4v4+1H0R])-[#7D4v4+1H0R]
Bit1209,229743800,[#6D2v4+0H1R](:[#7D3v3+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]):[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]
Bit1210,23305191,[#7D3v4+1H0R](-[#6D3v4+0H0R])(-[#26D6v6+0H0R])=[#6D3v4+0H0R]
Bit1211,347137976,[#26D6v6+0H0R](-[#7D4v4+1H0R](-[#6D2v4+0H2R])(-[#6D2v4+0H2R])-[#6D2v4+0H2R])(-[#7D2v4+1H2R]-[#6D2v4+0H2R])(-[#7D2v3+0H0R0]=[#6D2v4+0H0R0])(-[#7D2v3+0H0R0]=[#6D2v4+0H0R0])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R])-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit1212,237897761,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#6D2v4+0H1R]):[#7D3v3+0H0R]
Bit1213,496454478,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])(:[#7D2v3+0H1R]:[#6D2v4+0H1R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D2v4+0H1R]
Bit1214,820896064,[#6D3v4+0H1R0](-[#6D2v4+0H2R0]-[#7D3v3+0H0R])(-[#6D1v4+0H3R0])-[#6D1v4+0H3R0]
Bit1215,915236254,[#6D3v4+0H0R](-[#6D3v4+0H0R])(-[#6D3v4+0H0R])=[#6D3v4+0H0R]
Bit1216,247270681,[#5D3v4-1H1R](-[#7D3v3+0H0R])(-[#7D3v3+0H0R])-[#7D3v3+0H0R]
Bit1217,515009274,[#6D3v4+0H0R](-[#6D4v4+0H0R0](-[#6D3v4+0H0R])(-[#6D3v4+0H0R])-[#7D3v3+0H0R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1218,247746503,[#6D2v4+0H1R](:[#6D3v4+0H0R]):[#7D2v3+0H0R]
Bit1219,248165198,[#6D3v4+0H0R](-[#6D3v4+0H1R0](-[#6D1v4+0H3R0])-[#6D1v4+0H3R0])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#7D3v3+0H0R]
Bit1220,249830101,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit1221,255601485,[#7D3v4+1H0R](-[#26D6v6+0H0R])(:[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit1222,258132272,[#7D3v4+1H1R]
Bit1223,258150907,[#7D4v4+1H0R]
Bit1224,258786115,[#6D3v4+0H0R](-[#6D2v4+0H2R0])(:[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit1225,977500979,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])(:[#7D3v3+0H0R](-[#7D2v3+0H1R0]):[#6D3v4+0H0R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#7D2v3+0H0R]
Bit1226,559919,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#7D3v3+0H0R]
Bit1227,268174192,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit1228,718006524,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D2v3+0H1R]):[#6D2v4+0H1R])(:[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]
Bit1229,277092357,[#7D3v3+0H0R](-[#6D4v4+0H0R])(:[#7D3v4+1H0R]):[#6D2v4+0H1R]
Bit1230,694654468,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v3+0H0R0])-[#7D2v3+0H0R0])(:[#7D2v3+0H0R]:[#6D3v4+0H0R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D3v3+0H0R]
Bit1231,285983430,[#6D2v4+0H1R](:[#7D3v4+1H0R](-[#26D6v6+0H0R0]):[#7D2v3+0H0R]):[#7D3v3+0H0R](-[#6D2v4+0H2R0]):[#7D2v3+0H0R]
Bit1232,887805242,[#6D3v4+0H1R](-[#7D3v4+1H0R])(-[#6D2v4+0H2R0])-[#6D2v4+0H2R]
Bit1233,28661254,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#7D2v3+0H1R]):[#6D2v4+0H1R]
Bit1234,951262149,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v3+0H0R0])(-[#7D4v4+1H0R])-[#7D4v4+1H0R])(:[#6D3v4+0H0R](-[#6D2v4+0H2R]):[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit1235,751938446,[#7D2v3+0H0R0](-[#6D3v4+0H0R])=[#7D2v3+0H0R0]
Bit1236,28845236,[#7D2v3+0H0R](:[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit1237,431184926,[#6D2v4+0H0R0](-[#7D2v2-1H0R0]-[#6D2v4+0H0R0])#[#7D2v4+1H0R0]-[#26D6v6+0H0R]
