ccdc_id,misc-dent-ax,misc-dent-eq,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ion_1,ion_2,ion_3,ion_4,ion_5,ion_6,ion_7,ion_8,ion_9,ion_10,ion_11,ion_12,ion_13,ion_14,ion_15,ion_16,ion_17,ion_18,ion_19,ion_20,ion_21,ion_22,ion_23,ion_24,ion_25,ion_26,ion_27,ion_28,ion_29,ion_30,ion_31,solv_1,solv_2,solv_3,solv_4,solv_5,solv_6,solv_7,solv_8,solv_9,solv_10,solv_11,solv_12,solv_13,solv_14,solv_15,solv_16,solv_17,solv_18,solv_19,solv_20,solv_21
GAPTIB,3.0,3.0,217.3277,479.8284,758.7844,858.7028,854.0,1944.0,2764.0,2660.0,33.0,70.0,112.0,130.0,182.0,450.0,620.0,608.0,13.3657,32.9446,48.9112,50.3286,217.3277,479.8284,758.7844,858.7028,854.0,1944.0,2764.0,2660.0,33.0,70.0,112.0,130.0,182.0,450.0,620.0,608.0,13.3657,32.9446,48.9112,50.3286,9.2416,16.9936,31.008,54.2032,49.0,91.0,168.0,175.0,2.0,4.0,7.0,4.0,12.0,26.0,22.0,0.5625,1.14,2.31,2.7975,9.2416,16.000533,32.994133,54.8112,49.0,86.333333,177.333333,217.0,2.0,4.0,7.0,4.0,12.0,24.666667,27.333333,0.5625,1.15,2.29,3.2075,3.3489,33.3792,59.5848,74.664,676.0,1092.0,1976.0,2496.0,12.0,16.0,108.0,216.0,312.0,1.5625,5.625,11.45,15.4,438.0043,1026.4152,1913.9864,2646.676,2384.0,6072.0,10950.0,14512.0,67.0,152.0,278.0,388.0,430.0,1188.0,2094.0,2860.0,28.2939,77.1392,137.5974,186.5372,0.49,1.96,3.45,1.0,4.0,24.0,-2.0,-5.0,3.0,-0.02,-0.08,1.52,0.816667,1.306667,3.25,1.666667,2.666667,18.0,-2.0,-4.333333,0.333333,-0.033333,-0.053333,0.973333,-7.26,-10.6,-11.52,114.0,236.0,320.0,18.0,36.0,44.0,3.0,5.84,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAZQUT,6.0,6.0,899.5435,2048.976,3391.4316,4439.5002,3256.0,7992.0,11550.0,13428.0,151.0,324.0,540.0,732.0,864.0,2220.0,3324.0,4032.0,59.1279,150.7044,232.0128,285.276,899.5435,2048.976,3391.4316,4439.5002,3256.0,7992.0,11550.0,13428.0,151.0,324.0,540.0,732.0,864.0,2220.0,3324.0,4032.0,59.1279,150.7044,232.0128,285.276,9.2416,15.504,33.5008,34.9904,49.0,84.0,122.5,129.5,2.0,4.5,4.5,4.0,13.0,20.0,18.0,0.5625,1.155,1.99125,1.97625,9.2416,15.504,33.5008,34.9904,49.0,84.0,122.5,129.5,2.0,4.5,4.5,4.0,13.0,20.0,18.0,0.5625,1.155,1.99125,1.97625,3.3489,33.3792,55.998,93.0006,676.0,1092.0,1872.0,1794.0,12.0,21.0,108.0,234.0,252.0,1.5625,5.625,11.55,14.1375,902.8924,2115.7344,3780.6756,5407.2678,3932.0,10176.0,16764.0,21258.0,152.0,336.0,594.0,876.0,930.0,2514.0,4182.0,5658.0,60.6904,161.9544,271.9878,372.546,0.98,2.66,2.17,2.0,14.0,13.0,-2.5,-1.0,0.0,-0.04,0.72,0.74,0.98,2.66,2.17,2.0,14.0,13.0,-2.5,-1.0,0.0,-0.04,0.72,0.74,-7.26,-8.64,-12.39,114.0,240.0,477.0,18.0,33.0,84.0,3.0,5.76,14.94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GIVZAN,3.0,3.0,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,9.2416,16.9936,29.944,30.3696,49.0,91.0,133.0,105.0,2.0,4.0,4.0,4.0,12.0,20.0,14.0,0.5625,1.14,2.01,1.695,9.2416,16.000533,30.653333,46.866667,49.0,86.333333,156.333333,193.666667,2.0,4.0,6.0,4.0,12.0,22.666667,24.666667,0.5625,1.15,2.21,2.84,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,0.49,2.31,2.17,1.0,9.0,13.0,-2.0,-2.0,1.0,-0.02,0.32,0.74,0.816667,2.076667,2.823333,1.666667,5.666667,14.333333,-2.0,-3.333333,-0.333333,-0.033333,0.053333,0.713333,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GIVZER,3.0,3.0,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,9.2416,16.9936,29.944,30.3696,49.0,91.0,133.0,105.0,2.0,4.0,4.0,4.0,12.0,20.0,14.0,0.5625,1.14,2.01,1.695,9.2416,16.000533,30.653333,46.866667,49.0,86.333333,156.333333,193.666667,2.0,4.0,6.0,4.0,12.0,22.666667,24.666667,0.5625,1.15,2.21,2.84,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,0.49,2.31,2.17,1.0,9.0,13.0,-2.0,-2.0,1.0,-0.02,0.32,0.74,0.816667,2.076667,2.823333,1.666667,5.666667,14.333333,-2.0,-3.333333,-0.333333,-0.033333,0.053333,0.713333,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
GIVZIV,3.0,3.0,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,9.2416,16.9936,29.944,30.3696,49.0,91.0,133.0,105.0,2.0,4.0,4.0,4.0,12.0,20.0,14.0,0.5625,1.14,2.01,1.695,9.2416,16.000533,30.653333,46.866667,49.0,86.333333,156.333333,193.666667,2.0,4.0,6.0,4.0,12.0,22.666667,24.666667,0.5625,1.15,2.21,2.84,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,0.49,2.31,2.17,1.0,9.0,13.0,-2.0,-2.0,1.0,-0.02,0.32,0.74,0.816667,2.076667,2.823333,1.666667,5.666667,14.333333,-2.0,-3.333333,-0.333333,-0.033333,0.053333,0.713333,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
GOGDUB,3.0,3.0,205.5889,468.908,738.7034,911.1782,820.0,1970.0,2840.0,2972.0,33.0,72.0,114.0,144.0,186.0,468.0,674.0,724.0,13.9721,35.0356,52.3474,58.702,205.5889,468.908,738.7034,911.1782,820.0,1970.0,2840.0,2972.0,33.0,72.0,114.0,144.0,186.0,468.0,674.0,724.0,13.9721,35.0356,52.3474,58.702,9.2416,15.504,30.6888,37.3768,49.0,84.0,136.5,143.5,2.0,4.0,5.0,4.0,12.0,20.0,21.0,0.5625,1.155,2.0025,2.28,9.2416,15.504,31.894667,48.209333,49.0,84.0,162.166667,201.833333,2.0,4.0,6.333333,4.0,12.0,22.666667,28.333333,0.5625,1.155,2.1975,3.045,3.3489,33.3792,55.998,83.2284,676.0,1092.0,1872.0,2340.0,12.0,18.0,108.0,216.0,276.0,1.5625,5.625,11.55,15.275,414.5267,1004.5744,1866.6508,2758.0548,2316.0,6124.0,10894.0,14796.0,67.0,156.0,282.0,424.0,438.0,1224.0,2178.0,3052.0,29.5067,81.3212,144.6698,205.764,0.98,2.065,2.905,2.0,8.5,14.5,-2.0,-2.0,-0.5,-0.04,0.33,0.71,0.98,1.668333,3.395,2.0,4.833333,15.5,-2.0,-3.333333,-1.5,-0.04,0.07,0.69,-7.26,-8.64,-12.54,114.0,240.0,378.0,18.0,36.0,62.0,3.0,5.76,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HAPDOU,4.0,2.0,478.9386,1116.033,1902.06,2429.4264,1866.0,4656.0,7152.0,8712.0,78.0,174.0,300.0,388.0,474.0,1222.0,1868.0,2276.0,32.3246,84.1918,134.6012,167.5028,174.579867,391.119,644.4776,809.8088,849.333333,1736.0,2533.333333,2904.0,28.0,60.666667,101.333333,129.333333,162.0,412.666667,624.0,758.666667,12.238733,29.881133,45.887067,55.834267,9.2416,15.504,29.944,39.1856,49.0,84.0,133.0,182.0,2.0,4.0,5.0,4.0,12.0,20.0,24.0,0.5625,1.155,2.01,2.5725,9.2416,10.336,15.5648,18.584533,49.0,56.0,130.666667,100.333333,1.333333,2.0,2.333333,2.0,5.333333,8.666667,14.0,0.5625,0.77,1.28,1.3425,3.3489,33.3792,46.665,64.1598,676.0,1092.0,1560.0,2444.0,10.0,14.0,96.0,168.0,204.0,1.5625,5.625,9.625,13.1,527.0885,1240.1154,2304.0108,3233.9636,3224.0,7392.0,12190.0,17268.0,85.0,194.0,354.0,504.0,548.0,1486.0,2512.0,3448.0,38.2787,100.8934,173.7862,244.5828,0.98,2.31,2.31,2.0,9.0,9.0,-2.0,-2.0,-2.0,-0.04,0.32,0.32,0.653333,0.96,0.98,1.333333,-4.666667,2.0,-1.333333,-1.333333,-2.333333,-0.026667,-0.206667,-0.04,-7.26,-7.2,-9.44,114.0,200.0,270.0,20.0,32.0,50.0,3.0,4.8,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HAXHIY,3.0,5.0,201.43265,436.2795,700.4282,868.2169,732.5,1674.0,2177.0,2191.0,33.0,68.0,111.0,143.0,179.0,445.0,627.0,714.0,12.8321,31.1388,44.8091,51.0747,362.1355,810.543,1350.885,1705.4258,1246.0,3012.0,4086.0,4214.0,61.0,128.0,216.0,282.0,344.0,866.0,1238.0,1420.0,22.7909,57.6576,86.1824,99.8394,9.2416,15.504,36.3128,32.1784,49.0,84.0,108.5,143.5,2.0,5.0,4.0,5.0,19.0,25.0,23.5,0.5625,1.155,1.98,1.9875,9.2416,17.442,38.304,46.588,49.0,94.5,141.75,148.75,2.25,5.25,6.25,5.25,18.0,28.5,27.0,0.5625,1.299375,2.356875,2.540625,3.3489,33.3792,60.6645,98.6187,676.0,1092.0,2028.0,1664.0,13.0,23.0,114.0,264.0,228.0,1.5625,5.625,12.5125,14.6125,406.2142,939.3174,1799.4334,2743.4664,2141.0,5532.0,9880.0,12106.0,67.0,148.0,278.0,438.0,426.0,1206.0,2214.0,3070.0,27.2267,73.5276,131.5182,192.7094,0.98,3.255,1.575,2.0,19.5,7.5,-2.0,5.0,2.5,-0.04,1.11,0.35,1.1025,3.36,3.675,2.25,16.5,22.5,-2.25,0.5,2.75,-0.045,0.795,1.3,-7.26,-9.36,-11.8,114.0,260.0,534.0,17.0,34.0,100.0,3.0,6.24,17.06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HECBUO,3.0,3.0,301.7127,680.0824,1045.732,1296.2404,1218.0,2836.0,4132.0,4324.0,47.0,102.0,160.0,202.0,262.0,662.0,968.0,1028.0,19.8423,49.4854,74.3832,83.0942,301.7127,680.0824,1045.732,1296.2404,1218.0,2836.0,4132.0,4324.0,47.0,102.0,160.0,202.0,262.0,662.0,968.0,1028.0,19.8423,49.4854,74.3832,83.0942,9.2416,16.9936,29.944,31.4336,49.0,91.0,133.0,140.0,2.0,4.0,4.0,4.0,12.0,20.0,18.0,0.5625,1.14,2.01,1.995,9.2416,16.000533,30.653333,47.221333,49.0,86.333333,156.333333,205.333333,2.0,4.0,6.0,4.0,12.0,22.666667,26.0,0.5625,1.15,2.21,2.94,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,606.7743,1426.9232,2487.8816,3528.544,3112.0,7856.0,13686.0,16856.0,95.0,216.0,374.0,532.0,590.0,1612.0,2766.0,3540.0,41.2471,110.2208,188.5414,247.9484,0.49,2.31,1.82,1.0,9.0,8.0,-2.0,-2.0,-1.0,-0.02,0.32,0.34,0.816667,2.076667,2.706667,1.666667,5.666667,12.666667,-2.0,-3.333333,-1.0,-0.033333,0.053333,0.58,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HECCEZ,3.0,3.0,301.7127,680.0824,1045.732,1296.2404,1218.0,2836.0,4132.0,4324.0,47.0,102.0,160.0,202.0,262.0,662.0,968.0,1028.0,19.8423,49.4854,74.3832,83.0942,301.7127,680.0824,1045.732,1296.2404,1218.0,2836.0,4132.0,4324.0,47.0,102.0,160.0,202.0,262.0,662.0,968.0,1028.0,19.8423,49.4854,74.3832,83.0942,9.2416,16.9936,29.944,31.4336,49.0,91.0,133.0,140.0,2.0,4.0,4.0,4.0,12.0,20.0,18.0,0.5625,1.14,2.01,1.995,9.2416,16.000533,30.653333,47.221333,49.0,86.333333,156.333333,205.333333,2.0,4.0,6.0,4.0,12.0,22.666667,26.0,0.5625,1.15,2.21,2.94,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,606.7743,1426.9232,2487.8816,3528.544,3112.0,7856.0,13686.0,16856.0,95.0,216.0,374.0,532.0,590.0,1612.0,2766.0,3540.0,41.2471,110.2208,188.5414,247.9484,0.49,2.31,1.82,1.0,9.0,8.0,-2.0,-2.0,-1.0,-0.02,0.32,0.34,0.816667,2.076667,2.706667,1.666667,5.666667,12.666667,-2.0,-3.333333,-1.0,-0.033333,0.053333,0.58,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HECCID,3.0,3.0,301.7127,680.0824,1045.732,1296.2404,1218.0,2836.0,4132.0,4324.0,47.0,102.0,160.0,202.0,262.0,662.0,968.0,1028.0,19.8423,49.4854,74.3832,83.0942,301.7127,680.0824,1045.732,1296.2404,1218.0,2836.0,4132.0,4324.0,47.0,102.0,160.0,202.0,262.0,662.0,968.0,1028.0,19.8423,49.4854,74.3832,83.0942,9.2416,16.9936,29.944,31.4336,49.0,91.0,133.0,140.0,2.0,4.0,4.0,4.0,12.0,20.0,18.0,0.5625,1.14,2.01,1.995,9.2416,16.000533,30.653333,47.221333,49.0,86.333333,156.333333,205.333333,2.0,4.0,6.0,4.0,12.0,22.666667,26.0,0.5625,1.15,2.21,2.94,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,606.7743,1426.9232,2487.8816,3528.544,3112.0,7856.0,13686.0,16856.0,95.0,216.0,374.0,532.0,590.0,1612.0,2766.0,3540.0,41.2471,110.2208,188.5414,247.9484,0.49,2.31,1.82,1.0,9.0,8.0,-2.0,-2.0,-1.0,-0.02,0.32,0.34,0.816667,2.076667,2.706667,1.666667,5.666667,12.666667,-2.0,-3.333333,-1.0,-0.033333,0.053333,0.58,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HECCOJ,3.0,3.0,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,9.2416,16.9936,29.944,30.3696,49.0,91.0,133.0,105.0,2.0,4.0,4.0,4.0,12.0,20.0,14.0,0.5625,1.14,2.01,1.695,9.2416,16.000533,30.653333,46.866667,49.0,86.333333,156.333333,193.666667,2.0,4.0,6.0,4.0,12.0,22.666667,24.666667,0.5625,1.15,2.21,2.84,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,0.49,2.31,2.17,1.0,9.0,13.0,-2.0,-2.0,1.0,-0.02,0.32,0.74,0.816667,2.076667,2.823333,1.666667,5.666667,14.333333,-2.0,-3.333333,-0.333333,-0.033333,0.053333,0.713333,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HECCOJ01,3.0,3.0,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,9.2416,16.9936,29.944,30.3696,49.0,91.0,133.0,105.0,2.0,4.0,4.0,4.0,12.0,20.0,14.0,0.5625,1.14,2.01,1.695,9.2416,16.000533,30.653333,46.866667,49.0,86.333333,156.333333,193.666667,2.0,4.0,6.0,4.0,12.0,22.666667,24.666667,0.5625,1.15,2.21,2.84,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,0.49,2.31,2.17,1.0,9.0,13.0,-2.0,-2.0,1.0,-0.02,0.32,0.74,0.816667,2.076667,2.823333,1.666667,5.666667,14.333333,-2.0,-3.333333,-0.333333,-0.033333,0.053333,0.713333,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HIXDOK,3.0,3.0,255.3605,588.2322,930.4282,1118.3486,1016.0,2466.0,3604.0,3566.0,41.0,90.0,144.0,178.0,234.0,594.0,868.0,888.0,17.3169,43.7842,66.3292,71.3858,255.3605,588.2322,930.4282,1118.3486,1016.0,2466.0,3604.0,3566.0,41.0,90.0,144.0,178.0,234.0,594.0,868.0,888.0,17.3169,43.7842,66.3292,71.3858,9.2416,16.2488,31.2208,38.6536,49.0,87.5,154.0,164.5,2.0,4.0,5.0,4.0,12.0,22.0,22.0,0.5625,1.1475,2.1525,2.4225,9.2416,15.752267,31.078933,50.621067,49.0,85.166667,163.333333,218.166667,2.0,4.0,6.333333,4.0,12.0,23.333333,27.333333,0.5625,1.1525,2.2575,3.0725,3.3489,33.3792,57.7914,75.1764,676.0,1092.0,1924.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.5,14.35,514.0699,1243.2228,2253.6872,3149.1172,2708.0,7116.0,12526.0,15824.0,83.0,192.0,342.0,484.0,534.0,1476.0,2574.0,3324.0,36.1963,98.8184,172.5334,226.7316,0.735,1.89,2.485,1.5,6.0,11.5,-2.0,-3.0,-1.0,-0.03,0.13,0.52,0.898333,1.936667,2.601667,1.833333,4.666667,13.166667,-2.0,-3.666667,-1.0,-0.036667,-0.01,0.653333,-7.26,-9.62,-11.8,114.0,238.0,328.0,18.0,36.0,52.0,3.0,5.8,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HIXDOK01,3.0,3.0,255.3605,588.2322,930.4282,1118.3486,1016.0,2466.0,3604.0,3566.0,41.0,90.0,144.0,178.0,234.0,594.0,868.0,888.0,17.3169,43.7842,66.3292,71.3858,255.3605,588.2322,930.4282,1118.3486,1016.0,2466.0,3604.0,3566.0,41.0,90.0,144.0,178.0,234.0,594.0,868.0,888.0,17.3169,43.7842,66.3292,71.3858,9.2416,16.2488,31.2208,38.6536,49.0,87.5,154.0,164.5,2.0,4.0,5.0,4.0,12.0,22.0,22.0,0.5625,1.1475,2.1525,2.4225,9.2416,15.752267,31.078933,50.621067,49.0,85.166667,163.333333,218.166667,2.0,4.0,6.333333,4.0,12.0,23.333333,27.333333,0.5625,1.1525,2.2575,3.0725,3.3489,33.3792,57.7914,75.1764,676.0,1092.0,1924.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.5,14.35,514.0699,1243.2228,2253.6872,3149.1172,2708.0,7116.0,12526.0,15824.0,83.0,192.0,342.0,484.0,534.0,1476.0,2574.0,3324.0,36.1963,98.8184,172.5334,226.7316,0.735,1.89,2.485,1.5,6.0,11.5,-2.0,-3.0,-1.0,-0.03,0.13,0.52,0.898333,1.936667,2.601667,1.833333,4.666667,13.166667,-2.0,-3.666667,-1.0,-0.036667,-0.01,0.653333,-7.26,-9.62,-11.8,114.0,238.0,328.0,18.0,36.0,52.0,3.0,5.8,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
