ccdc_id,misc-dent-ax,misc-dent-eq,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ion_1,ion_2,ion_3,ion_4,ion_5,ion_6,ion_7,ion_8,ion_9,ion_10,ion_11,ion_12,ion_13,ion_14,ion_15,ion_16,ion_17,ion_18,ion_19,ion_20,ion_21,ion_22,ion_23,ion_24,ion_25,ion_26,ion_27,ion_28,ion_29,ion_30,ion_31,solv_1,solv_2,solv_3,solv_4,solv_5,solv_6,solv_7,solv_8,solv_9,solv_10,solv_11,solv_12,solv_13,solv_14,solv_15,solv_16,solv_17,solv_18,solv_19,solv_20,solv_21
TULHIU,3.0,3.0,345.7143,717.0804,1130.7824,1465.0784,1538.0,3240.0,4976.0,5652.0,47.0,102.0,160.0,202.0,262.0,662.0,960.0,1000.0,21.3111,51.5478,78.42,89.5286,345.7143,717.0804,1130.7824,1465.0784,1538.0,3240.0,4976.0,5652.0,47.0,102.0,160.0,202.0,262.0,662.0,960.0,1000.0,21.3111,51.5478,78.42,89.5286,9.2416,16.9936,31.008,49.6432,49.0,91.0,168.0,238.0,2.0,4.0,6.0,4.0,12.0,24.0,28.0,0.5625,1.14,2.31,3.12,9.2416,16.000533,31.008,53.2912,49.0,86.333333,168.0,238.0,2.0,4.0,6.666667,4.0,12.0,24.0,29.333333,0.5625,1.15,2.31,3.315,3.3489,33.3792,59.5848,74.664,676.0,1092.0,1976.0,2496.0,12.0,16.0,108.0,216.0,288.0,1.5625,5.625,11.45,15.4,694.7775,1500.9192,2657.9824,3871.344,3752.0,8664.0,15374.0,20552.0,95.0,216.0,374.0,532.0,590.0,1612.0,2766.0,3620.0,44.1847,114.3456,196.615,264.8172,0.49,1.96,1.91,1.0,4.0,8.0,-2.0,-4.0,-2.0,-0.02,-0.08,0.34,0.816667,1.96,2.736667,1.666667,4.0,12.666667,-2.0,-4.0,-1.333333,-0.033333,-0.08,0.58,-7.26,-10.6,-11.52,114.0,236.0,320.0,18.0,36.0,48.0,3.0,5.84,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TUNBIN,1.0,1.0,85.5139,182.2866,278.7946,244.889,310.0,690.0,826.0,470.0,13.0,26.0,42.0,40.0,68.0,160.0,190.0,138.0,4.8501,11.4446,15.345,11.888,85.5139,182.2866,278.7946,244.889,310.0,690.0,826.0,470.0,13.0,26.0,42.0,40.0,68.0,160.0,190.0,138.0,4.8501,11.4446,15.345,11.888,9.2416,16.9936,25.1712,7.752,49.0,91.0,105.0,42.0,2.0,3.0,1.0,4.0,10.0,12.0,8.0,0.5625,1.14,1.4025,0.5775,9.2416,16.9936,25.1712,7.752,49.0,91.0,105.0,42.0,2.0,3.0,1.0,4.0,10.0,12.0,8.0,0.5625,1.14,1.4025,0.5775,3.3489,33.3792,61.3782,90.9144,676.0,1092.0,2028.0,2340.0,12.0,18.0,108.0,180.0,216.0,1.5625,5.625,11.4,14.025,516.4323,1160.478,2072.772,2670.7788,2536.0,6324.0,10482.0,12960.0,79.0,168.0,306.0,396.0,474.0,1236.0,1842.0,2208.0,30.6631,79.9176,131.745,167.778,0.49,0.84,0.49,1.0,6.0,1.0,-1.0,0.0,-2.0,-0.02,0.38,-0.02,0.49,0.84,0.49,1.0,6.0,1.0,-1.0,0.0,-2.0,-0.02,0.38,-0.02,-7.26,-11.58,-16.74,114.0,234.0,378.0,18.0,42.0,72.0,3.0,5.88,11.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCIGUJ,3.0,3.0,202.2808,435.489,643.9618,761.07,1341.0,2472.0,3476.0,4128.0,31.0,66.0,98.0,118.0,164.0,402.0,562.0,584.0,15.4749,35.497,50.139,56.0984,202.2808,435.489,643.9618,761.07,1341.0,2472.0,3476.0,4128.0,31.0,66.0,98.0,118.0,164.0,402.0,562.0,584.0,15.4749,35.497,50.139,56.0984,9.2416,15.504,29.944,38.1216,49.0,84.0,133.0,147.0,2.0,4.0,5.0,4.0,12.0,20.0,20.0,0.5625,1.155,2.01,2.2725,9.2416,15.504,30.653333,45.822933,49.0,84.0,156.333333,319.666667,2.0,4.0,5.666667,4.0,12.0,22.666667,25.333333,0.5625,1.155,2.21,3.2975,3.3489,33.3792,55.998,72.102,676.0,1092.0,1872.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.55,13.4,407.9105,937.7364,1677.1676,2398.6192,3358.0,7128.0,12166.0,16184.0,63.0,144.0,250.0,364.0,394.0,1092.0,1954.0,2656.0,32.5123,82.244,140.253,194.5568,0.98,2.31,2.66,2.0,9.0,14.0,-2.0,-2.0,0.0,-0.04,0.32,0.72,0.98,2.076667,2.153333,2.0,5.666667,-6.0,-2.0,-3.333333,-1.333333,-0.04,0.053333,-0.146667,-7.26,-8.64,-10.12,114.0,240.0,340.0,18.0,36.0,56.0,3.0,5.76,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFIPIJ,2.0,1.5,201.1873,446.964,685.162,828.4194,772.0,1812.0,2452.0,2484.0,33.0,70.0,108.0,134.0,178.0,438.0,596.0,606.0,13.5465,33.3102,47.6796,51.3918,111.7939,237.813,350.4242,414.2097,556.5,1044.0,1338.0,1242.0,18.0,37.0,55.0,67.0,92.0,223.0,299.0,303.0,7.87115,18.018,24.6048,25.6959,9.2416,15.504,29.944,38.1216,49.0,84.0,133.0,147.0,2.0,4.0,5.0,4.0,12.0,20.0,20.0,0.5625,1.155,2.01,2.2725,9.2416,11.628,19.4256,31.4336,49.0,63.0,140.0,140.0,1.5,2.5,4.0,2.5,7.0,12.5,18.0,0.5625,0.86625,1.5375,1.995,3.3489,33.3792,46.665,64.1598,676.0,1092.0,1560.0,2444.0,10.0,14.0,96.0,168.0,204.0,1.5625,5.625,9.625,13.1,450.5245,1018.0104,1772.2748,2461.376,2902.0,6360.0,9942.0,13524.0,73.0,160.0,270.0,384.0,430.0,1140.0,1836.0,2364.0,33.0471,83.322,134.5442,179.8636,0.98,2.31,2.66,2.0,9.0,14.0,-2.0,-2.0,0.0,-0.04,0.32,0.72,0.735,1.21,1.82,1.5,-2.5,8.0,-1.5,-2.0,-1.0,-0.03,-0.175,0.34,-7.26,-7.2,-9.44,114.0,200.0,270.0,20.0,32.0,50.0,3.0,4.8,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFIPIJ01,2.0,1.5,201.1873,446.964,685.162,828.4194,772.0,1812.0,2452.0,2484.0,33.0,70.0,108.0,134.0,178.0,438.0,596.0,606.0,13.5465,33.3102,47.6796,51.3918,111.7939,237.813,350.4242,414.2097,556.5,1044.0,1338.0,1242.0,18.0,37.0,55.0,67.0,92.0,223.0,299.0,303.0,7.87115,18.018,24.6048,25.6959,9.2416,15.504,29.944,38.1216,49.0,84.0,133.0,147.0,2.0,4.0,5.0,4.0,12.0,20.0,20.0,0.5625,1.155,2.01,2.2725,9.2416,11.628,19.4256,31.4336,49.0,63.0,140.0,140.0,1.5,2.5,4.0,2.5,7.0,12.5,18.0,0.5625,0.86625,1.5375,1.995,3.3489,33.3792,46.665,64.1598,676.0,1092.0,1560.0,2444.0,10.0,14.0,96.0,168.0,204.0,1.5625,5.625,9.625,13.1,450.5245,1018.0104,1772.2748,2461.376,2902.0,6360.0,9942.0,13524.0,73.0,160.0,270.0,384.0,430.0,1140.0,1836.0,2364.0,33.0471,83.322,134.5442,179.8636,0.98,2.31,2.66,2.0,9.0,14.0,-2.0,-2.0,0.0,-0.04,0.32,0.72,0.735,1.21,1.82,1.5,-2.5,8.0,-1.5,-2.0,-1.0,-0.03,-0.175,0.34,-7.26,-7.2,-9.44,114.0,200.0,270.0,20.0,32.0,50.0,3.0,4.8,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UJEDOC,3.0,3.0,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,9.2416,16.9936,29.944,30.3696,49.0,91.0,133.0,105.0,2.0,4.0,4.0,4.0,12.0,20.0,14.0,0.5625,1.14,2.01,1.695,9.2416,16.000533,30.653333,46.866667,49.0,86.333333,156.333333,193.666667,2.0,4.0,6.0,4.0,12.0,22.666667,24.666667,0.5625,1.15,2.21,2.84,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,0.49,2.31,2.17,1.0,9.0,13.0,-2.0,-2.0,1.0,-0.02,0.32,0.74,0.816667,2.076667,2.823333,1.666667,5.666667,14.333333,-2.0,-3.333333,-0.333333,-0.033333,0.053333,0.713333,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UJEDOC01,3.0,3.0,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,161.2955,365.3324,557.69,597.7124,650.0,1532.0,2120.0,1796.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1366,38.2252,36.253,9.2416,16.9936,29.944,30.3696,49.0,91.0,133.0,105.0,2.0,4.0,4.0,4.0,12.0,20.0,14.0,0.5625,1.14,2.01,1.695,9.2416,16.000533,30.653333,46.866667,49.0,86.333333,156.333333,193.666667,2.0,4.0,6.0,4.0,12.0,22.666667,24.666667,0.5625,1.15,2.21,2.84,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,0.49,2.31,2.17,1.0,9.0,13.0,-2.0,-2.0,1.0,-0.02,0.32,0.74,0.816667,2.076667,2.823333,1.666667,5.666667,14.333333,-2.0,-3.333333,-0.333333,-0.033333,0.053333,0.713333,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULAHIY,1.0,1.0,57.3507,122.057,173.8852,125.268,210.0,458.0,514.0,108.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.4513,8.0702,10.3058,5.3354,57.3507,122.057,173.8852,125.268,210.0,458.0,514.0,108.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.4513,8.0702,10.3058,5.3354,9.2416,15.504,30.3696,13.376,49.0,84.0,105.0,14.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5625,1.155,1.695,0.555,9.2416,15.504,30.3696,13.376,49.0,84.0,105.0,14.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5625,1.155,1.695,0.555,3.3489,33.3792,55.998,109.6902,676.0,1092.0,1872.0,2340.0,12.0,24.0,108.0,216.0,288.0,1.5625,5.625,11.55,16.95,347.4531,799.1004,1432.5552,1901.2284,1936.0,4932.0,8298.0,10368.0,55.0,120.0,210.0,300.0,330.0,900.0,1530.0,1980.0,22.2703,59.6712,101.8098,135.2124,0.98,2.17,1.68,2.0,13.0,12.0,-2.0,0.0,2.0,-0.04,0.74,0.76,0.98,2.17,1.68,2.0,13.0,12.0,-2.0,0.0,2.0,-0.04,0.74,0.76,-7.26,-8.64,-16.02,114.0,240.0,534.0,18.0,36.0,96.0,3.0,5.76,16.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULODIJ,6.0,6.0,374.1685,824.712,1378.8486,1547.8122,1276.0,2994.0,4068.0,3612.0,61.0,126.0,216.0,246.0,342.0,834.0,1110.0,1152.0,22.1829,55.5342,81.7824,84.8466,374.1685,824.712,1378.8486,1547.8122,1276.0,2994.0,4068.0,3612.0,61.0,126.0,216.0,246.0,342.0,834.0,1110.0,1152.0,22.1829,55.5342,81.7824,84.8466,9.2416,15.504,34.0328,44.4904,49.0,84.0,140.0,122.5,2.0,4.5,6.0,4.0,13.0,23.0,18.0,0.5625,1.155,2.14125,2.2425,9.2416,15.504,34.0328,44.4904,49.0,84.0,140.0,122.5,2.0,4.5,6.0,4.0,13.0,23.0,18.0,0.5625,1.155,2.14125,2.2425,3.3489,33.3792,55.998,94.9221,676.0,1092.0,1872.0,2184.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.6375,377.5174,891.4704,1768.0926,2519.4228,1952.0,5178.0,9282.0,12222.0,62.0,138.0,270.0,390.0,408.0,1128.0,1986.0,2886.0,23.7454,66.7842,121.7574,175.1166,0.98,2.485,3.605,2.0,11.5,24.5,-2.5,-2.5,3.0,-0.04,0.52,1.51,0.98,2.485,3.605,2.0,11.5,24.5,-2.5,-2.5,3.0,-0.04,0.52,1.51,-7.26,-8.64,-13.44,114.0,240.0,462.0,18.0,33.0,75.0,3.0,5.76,13.74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULODIJ01,6.0,6.0,374.1685,824.712,1378.8486,1547.8122,1276.0,2994.0,4068.0,3612.0,61.0,126.0,216.0,246.0,342.0,834.0,1110.0,1152.0,22.1829,55.5342,81.7824,84.8466,374.1685,824.712,1378.8486,1547.8122,1276.0,2994.0,4068.0,3612.0,61.0,126.0,216.0,246.0,342.0,834.0,1110.0,1152.0,22.1829,55.5342,81.7824,84.8466,9.2416,15.504,34.0328,44.4904,49.0,84.0,140.0,122.5,2.0,4.5,6.0,4.0,13.0,23.0,18.0,0.5625,1.155,2.14125,2.2425,9.2416,15.504,34.0328,44.4904,49.0,84.0,140.0,122.5,2.0,4.5,6.0,4.0,13.0,23.0,18.0,0.5625,1.155,2.14125,2.2425,3.3489,33.3792,55.998,94.9221,676.0,1092.0,1872.0,2184.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.6375,377.5174,891.4704,1768.0926,2519.4228,1952.0,5178.0,9282.0,12222.0,62.0,138.0,270.0,390.0,408.0,1128.0,1986.0,2886.0,23.7454,66.7842,121.7574,175.1166,0.98,2.485,3.605,2.0,11.5,24.5,-2.5,-2.5,3.0,-0.04,0.52,1.51,0.98,2.485,3.605,2.0,11.5,24.5,-2.5,-2.5,3.0,-0.04,0.52,1.51,-7.26,-8.64,-13.44,114.0,240.0,462.0,18.0,33.0,75.0,3.0,5.76,13.74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULODUV,6.0,6.0,374.1685,824.712,1378.8486,1547.8122,1276.0,2994.0,4068.0,3612.0,61.0,126.0,216.0,246.0,342.0,834.0,1110.0,1152.0,22.1829,55.5342,81.7824,84.8466,374.1685,824.712,1378.8486,1547.8122,1276.0,2994.0,4068.0,3612.0,61.0,126.0,216.0,246.0,342.0,834.0,1110.0,1152.0,22.1829,55.5342,81.7824,84.8466,9.2416,15.504,34.0328,44.4904,49.0,84.0,140.0,122.5,2.0,4.5,6.0,4.0,13.0,23.0,18.0,0.5625,1.155,2.14125,2.2425,9.2416,15.504,34.0328,44.4904,49.0,84.0,140.0,122.5,2.0,4.5,6.0,4.0,13.0,23.0,18.0,0.5625,1.155,2.14125,2.2425,3.3489,33.3792,55.998,94.9221,676.0,1092.0,1872.0,2184.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.6375,377.5174,891.4704,1768.0926,2519.4228,1952.0,5178.0,9282.0,12222.0,62.0,138.0,270.0,390.0,408.0,1128.0,1986.0,2886.0,23.7454,66.7842,121.7574,175.1166,0.98,2.485,3.605,2.0,11.5,24.5,-2.5,-2.5,3.0,-0.04,0.52,1.51,0.98,2.485,3.605,2.0,11.5,24.5,-2.5,-2.5,3.0,-0.04,0.52,1.51,-7.26,-8.64,-13.44,114.0,240.0,462.0,18.0,33.0,75.0,3.0,5.76,13.74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ULOFAD,6.0,6.0,374.1685,824.712,1378.8486,1547.8122,1276.0,2994.0,4068.0,3612.0,61.0,126.0,216.0,246.0,342.0,834.0,1110.0,1152.0,22.1829,55.5342,81.7824,84.8466,374.1685,824.712,1378.8486,1547.8122,1276.0,2994.0,4068.0,3612.0,61.0,126.0,216.0,246.0,342.0,834.0,1110.0,1152.0,22.1829,55.5342,81.7824,84.8466,9.2416,15.504,34.0328,44.4904,49.0,84.0,140.0,122.5,2.0,4.5,6.0,4.0,13.0,23.0,18.0,0.5625,1.155,2.14125,2.2425,9.2416,15.504,34.0328,44.4904,49.0,84.0,140.0,122.5,2.0,4.5,6.0,4.0,13.0,23.0,18.0,0.5625,1.155,2.14125,2.2425,3.3489,33.3792,55.998,94.9221,676.0,1092.0,1872.0,2184.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.6375,377.5174,891.4704,1768.0926,2519.4228,1952.0,5178.0,9282.0,12222.0,62.0,138.0,270.0,390.0,408.0,1128.0,1986.0,2886.0,23.7454,66.7842,121.7574,175.1166,0.98,2.485,3.605,2.0,11.5,24.5,-2.5,-2.5,3.0,-0.04,0.52,1.51,0.98,2.485,3.605,2.0,11.5,24.5,-2.5,-2.5,3.0,-0.04,0.52,1.51,-7.26,-8.64,-13.44,114.0,240.0,462.0,18.0,33.0,75.0,3.0,5.76,13.74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ULOFEH,6.0,6.0,374.1685,824.712,1378.8486,1547.8122,1276.0,2994.0,4068.0,3612.0,61.0,126.0,216.0,246.0,342.0,834.0,1110.0,1152.0,22.1829,55.5342,81.7824,84.8466,374.1685,824.712,1378.8486,1547.8122,1276.0,2994.0,4068.0,3612.0,61.0,126.0,216.0,246.0,342.0,834.0,1110.0,1152.0,22.1829,55.5342,81.7824,84.8466,9.2416,15.504,34.0328,44.4904,49.0,84.0,140.0,122.5,2.0,4.5,6.0,4.0,13.0,23.0,18.0,0.5625,1.155,2.14125,2.2425,9.2416,15.504,34.0328,44.4904,49.0,84.0,140.0,122.5,2.0,4.5,6.0,4.0,13.0,23.0,18.0,0.5625,1.155,2.14125,2.2425,3.3489,33.3792,55.998,94.9221,676.0,1092.0,1872.0,2184.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.6375,377.5174,891.4704,1768.0926,2519.4228,1952.0,5178.0,9282.0,12222.0,62.0,138.0,270.0,390.0,408.0,1128.0,1986.0,2886.0,23.7454,66.7842,121.7574,175.1166,0.98,2.485,3.605,2.0,11.5,24.5,-2.5,-2.5,3.0,-0.04,0.52,1.51,0.98,2.485,3.605,2.0,11.5,24.5,-2.5,-2.5,3.0,-0.04,0.52,1.51,-7.26,-8.64,-13.44,114.0,240.0,462.0,18.0,33.0,75.0,3.0,5.76,13.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UZAXUQ,1.0,2.0,22.4005,28.662,15.6864,0.0,341.0,276.0,224.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,2.1958,2.7258,1.53,0.0,282.4471,642.1324,1001.6734,1218.4262,1138.0,2728.0,3874.0,4124.0,45.0,98.0,154.0,192.0,252.0,632.0,906.0,964.0,19.2021,47.8494,70.9358,78.9416,9.2416,7.752,7.8432,0.0,49.0,42.0,112.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5625,0.5775,0.765,0.0,9.2416,16.2488,27.3448,36.7992,49.0,87.5,133.0,168.0,2.0,3.5,4.5,4.0,11.0,19.0,20.0,0.5625,1.1475,1.86375,2.26875,3.3489,33.3792,48.4584,56.6202,676.0,1092.0,1612.0,2184.0,10.0,12.0,96.0,156.0,168.0,1.5625,5.625,9.575,11.125,613.0441,1408.3472,2408.8844,3256.1024,3634.0,8192.0,12890.0,16424.0,97.0,216.0,362.0,496.0,578.0,1524.0,2420.0,2924.0,44.3583,112.4004,180.9566,230.7132,0.49,0.46,0.0,1.0,-9.0,0.0,-1.0,0.0,0.0,-0.02,-0.27,0.0,0.735,1.645,1.575,1.5,5.5,7.5,-1.5,-2.5,-1.0,-0.03,0.14,0.35,-7.26,-8.18,-8.98,114.0,198.0,228.0,20.0,34.0,44.0,3.0,4.84,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZELAN,4.0,2.0,312.4162,700.4976,1209.1806,1355.6046,1018.0,2490.0,3636.0,3558.0,52.0,108.0,192.0,210.0,300.0,732.0,1026.0,1170.0,18.306,46.8492,71.502,79.0686,119.0724,252.6072,413.5178,451.8682,566.666667,1014.0,1361.333333,1186.0,19.333333,38.666667,65.333333,70.0,104.0,249.333333,343.333333,390.0,7.565867,17.4336,24.854,26.3562,9.2416,16.9936,31.008,57.1216,49.0,91.0,168.0,133.0,2.0,4.0,8.0,4.0,12.0,28.0,26.0,0.5625,1.14,2.31,2.805,9.2416,11.876267,21.7056,18.017067,49.0,64.166667,134.166667,67.666667,1.5,2.833333,2.333333,2.833333,9.333333,12.833333,11.833333,0.5625,0.86375,1.45375,1.0375,3.3489,33.3792,54.0216,75.5973,676.0,1092.0,1794.0,2392.0,11.0,17.0,102.0,204.0,228.0,1.5625,5.625,10.5125,13.9875,360.5661,824.58,1625.8446,2246.796,2376.0,5226.0,9142.0,12332.0,59.0,128.0,248.0,336.0,376.0,1020.0,1794.0,2460.0,24.2601,63.5508,112.462,159.9036,0.49,1.96,5.53,1.0,4.0,37.0,-2.0,-6.0,3.0,-0.02,-0.08,2.26,0.653333,1.473333,1.166667,1.333333,0.666667,6.666667,-1.5,1.0,1.0,-0.026667,0.186667,0.366667,-7.26,-9.39,-10.2,114.0,217.0,350.0,19.0,32.0,64.0,3.0,5.34,10.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
